순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
690,밀애 : 친구엄마 2 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2019-12-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
691,밀애 : 친구의 아내 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2019-05-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
692,밀회 : 동생 아내,최민현,(주)영화사가을,,(주)영화사가을,2019-12-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
693,바람난 아내들,장두만,(주)케이피에이기획,,(주)케이피에이기획,2018-10-23,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
694,바람난 아내들-무삭제,장두만,(주)케이피에이기획,,(주)케이피에이기획,2019-03-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
695,바람난 아내들2,장두만,(주)케이피에이기획,,(주)케이피에이기획,2018-12-11,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
696,바람난 아내들2-무삭제,장두만,(주)케이피에이기획,,(주)케이피에이기획,2019-04-19,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
697,바람난 여자들2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
698,발기찬 처가살이 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-08-27,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
699,발칙한 동거 무삭제,오재학,(주)로드하우스,,(주)로드하우스,2018-03-01,개봉영화,장편,한국,1,"6,000",1,0,0,,청소년관람불가,일반영화
700,변태 섹스 병동,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-12-20,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
701,변호인의 완전한 사육 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-12-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
702,보도드라이버:떡마차 무삭제,이두희,두리컴,,두리컴,2019-12-09,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
703,보도드라이버: 떡마차 무삭제판,이두희,두리컴,,두리컴,2019-09-06,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
704,보도드라이버: 풀코스 무삭제,김덕,두리컴,,두리컴,2019-12-09,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
705,보도드라이버: 풀코스 무삭제판,김덕,두리컴,,두리컴,2019-10-15,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
706,복상사 미망인을 탐하는 남자들,제임스 오,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2019-10-18,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
707,부부 교환의 날 2017 (무삭제),이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-02-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
708,부부교환섹스 2 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-25,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
709,부부교환섹스 3,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
710,부부교환섹스 3-무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-04-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
711,부부교환의 날 2017: 친구의 아내를 탐하다 -무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
712,부부교환의 날: 젊은 사모님을 탐하다,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
713,부부교환의 날: 젊은 사모님을 탐하다-무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-04-27,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
714,불량탐정 : 미씽,리차드 킴,(주)액티버스엔터테인먼트,,(주)액티버스엔터테인먼트,2019-11-13,개봉영화,장편,한국,1,"2,000",1,"2,000",1,기타,청소년관람불가,일반영화
715,불륜 동창회 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-10-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
716,불륜 동창회 2 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2019-06-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
717,불륜 며느리 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2019-12-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
718,불륜: 내 친구의 아내,이재훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-08-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
719,불륜: 아내 친구,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
720,불륜: 아내 친구 - 감독판,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
721,불륜: 친구의 아내들,이재금,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-12-24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
722,불여시:일본 여직원의 질투,제임스 오,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2019-12-24,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
723,비가오면 하고싶다,제임스 오,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2019-10-21,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
724,비뇨기과 여의사들 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-05-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
725,비밀정사 : 작은엄마,"이상민,이상민",(주)영화사가을,,(주)영화사가을,2018-01-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
726,비밀정사:작은엄마 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
727,뺑덕어멈,이숭환,(주)케이알씨지,,(주)케이알씨지,2019-06-20,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
728,사돈처녀 - 무삭제판,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-03-18,개봉영화,장편,한국,1,"2,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
729,사랑해요 장모님,최민현,(주)영화사가을,,(주)영화사가을,2019-12-31,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
730,사장님 한 번 더 해요,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-10-11,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
731,사촌 누나 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
732,사촌 여동생들: 금단의 사랑,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-05-30,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
733,사촌 여동생들: 금단의 사랑(무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-07-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
734,사촌누나들,이상민,(주)영화사가을,,(주)영화사가을,2018-03-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
735,사촌누나들 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-23,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
736,사촌여동생 무삭제판,양호열,케이제이픽처스,,케이제이픽처스,2018-01-17,개봉영화,장편,한국,1,"5,000",1,0,0,,청소년관람불가,일반영화
737,사촌여동생들,정민용,스마일컨텐츠,,스마일컨텐츠,2019-04-22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
738,사촌여동생들-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-05-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
739,사춘기 여동생,이상수,선셋 시네마,,선셋 시네마,2018-09-12,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
740,사춘기 여동생 무삭제판,이상수,선셋 시네마,,선셋 시네마,2019-03-04,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
741,살맛,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2019-10-24,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
742,상류시대 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-03-25,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
743,새아빠,이상민,(주)영화사가을,,(주)영화사가을,2018-06-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
744,새아빠 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
745,새엄마 새누나 무삭제판,김민식,(주)영화사가을,,(주)영화사가을,2018-01-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
746,새엄마 2 무삭제,이리단,(주)영화사 사계절,,(주)영화사 사계절,2018-06-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
747,새엄마 2019 무삭제,이동현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-12-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
748,새엄마 2: 그녀의 남자가 되다 (무삭제),강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-01-31,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
749,새엄마 3 무삭제판,김부곤,(주)영화사가을,,(주)영화사가을,2019-06-14,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
750,새엄마는 전여친,"이상민,이상민",(주)영화사가을,,(주)영화사가을,2018-01-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
751,새엄마는 전여친 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2018-07-24,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
752,새엄마들 2019 - 무삭제,왕지방,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
753,새엄마의 섹스 교육 무삭제판,최강호,(주)영화사가을,,(주)영화사가을,2018-01-09,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
754,새오빠2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
755,선녀는 몸으로 운다-무삭제판,이전,(주)케이알씨지,,(주)케이알씨지,2018-11-28,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
756,선배부부와교환섹스,최성길,스마일컨텐츠,,스마일컨텐츠,2019-12-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
757,선생님 한 번만 더,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-12-06,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
758,성판17: 남자들의 17가지 성적 판타지 무삭제판,송은주,주식회사 레드아이스,,주식회사 레드아이스,2018-03-12,개봉영화,장편,한국,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
759,세부야놀자,김레이,엔트리커뮤니케이션즈,,엔트리커뮤니케이션즈,2019-10-24,개봉영화,장편,한국,1,"1,000",1,0,0,성인물(에로),청소년관람불가,일반영화
760,섹남섹녀,최석원,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-04-26,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
761,섹스 인 더 게임 무삭제판,신성진,선셋 시네마,,선셋 시네마,2018-09-07,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
762,섹스 치료 전문 병원,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019-11-08,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
763,섹스 헬스장,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-10-25,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
764,섹스는 맛있다,제임스 김,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2018-11-06,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
765,섹스는 맛있다 무삭제판,제임스 김,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-02-07,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
766,섹스의 목적-무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-06-19,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
767,섹스하기 좋은 날,김이슬,(주)영화사가을,,(주)영화사가을,2019-03-15,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
768,소문의 여자,지슬,골든타이드픽처스(주),,골든타이드픽처스(주),2018-01-02,개봉영화,장편,한국,1,"2,000",1,"2,000",1,,청소년관람불가,일반영화
769,소희의은근히꼴리는사생활,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-05-24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
770,소희의은근히꼴리는사생활-무삭제,김이슬,스마일컨텐츠,,스마일컨텐츠,2019-07-22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
771,수상한 아가씨,김서연,고구마콘텐츠허브(주),,고구마콘텐츠허브(주),2019-04-01,개봉영화,장편,한국,1,"2,000",1,"2,000",1,기타,청소년관람불가,일반영화
772,수상한 종업원(무삭제판),한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2018-05-29,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
773,수상한 진료실: 엄마친구의 특별한 치료,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-03-06,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
774,수상한 진료실: 엄마친구의 특별한 치료-무삭제판,강정훈,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-04-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
775,스와핑 민박집- 무삭제판,박은수,(주)케이알씨지,,(주)케이알씨지,2018-11-28,개봉영화,장편,한국,1,"1,000",1,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
776,스와핑 : 대학 동창들,김진수,(주)영화사가을,,(주)영화사가을,2019-08-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
